username,displayname,userId,rawDescription,verified,created,followersCount,friendsCount,statusesCount,favouritesCount,listedCount,mediaCount,location
Stay16828997,Mimi,1328915155527282690,stay🖤,False,2020-11-18T04:17:34+00:00,4,14,5,79,0,2,
yngfck___,liam ; bby bread ˒˒ ࣪ ﹡,1337976094058835970,¿sabían qué jeongin mi varón? bueno jeongin mi varón porque hay gente qué no sabe qué jeongin mi varón.,False,2020-12-13T04:22:24+00:00,9,127,18,115,0,3,"Comodoro Rivadavia, Argentina"
sweetnersv,𝒜,1320437625732431881,𝑐𝑢𝑟𝑟𝑒𝑛𝑡𝑙𝑦 𝑑𝑦𝑖𝑛𝑔 🤍,False,2020-10-25T18:50:53+00:00,72,97,195,179,1,18,uooɯʎǝuoɥ
_crystalsun_,❣︎♪ 𝑪𝑹𝒀𝑺𝑻𝑨𝑳 ♪❣︎,1351980611955793923,"☔︎𝐄𝐥𝐚/𝐃𝐞𝐥𝐚☔︎






~  ❤︎  ~",False,2021-01-20T19:51:23+00:00,1,2,8,2,0,0,
Nicole95721444,Nicole,1271252795182788609,,False,2020-06-12T01:27:49+00:00,6,16,146,2988,0,53,
rwnjunniw,ฅ^•ﻌ•^ฅ,1320245000219906048,"hello, u r welcome to see my profile, it's not that interesting but you might like it",False,2020-10-25T06:05:36+00:00,9,372,1646,2600,0,4,
Alyssu14,Pan.con_tuco,1303162944029630470,,False,2020-09-08T02:47:35+00:00,1,63,9,850,0,0,
Misianbambola91,Misian,817169758973988864,Symphony 8 colors✨,False,2017-01-06T00:43:47+00:00,24,55,119,1055,0,3,Chile
Vdekja6,Vdekja,1353855158145458178,,False,2021-01-26T00:00:10+00:00,0,5,1,2,0,0,
CB97HRIS,⁹⁷ woof woof,1331753601690185729,always with @Stray_kids no matter what🌱🐢,False,2020-11-26T00:16:26+00:00,610,688,10645,10879,3,549,8 is fate
sevngI3,Jae~,1250273610062680064,,False,2020-04-15T04:04:48+00:00,13,34,924,2354,0,0,
ipurpletaejkoo,d a r i 🤍,1331460941783977984,,False,2020-11-25T04:54:01+00:00,4,27,81,374,0,3,bangtan
strayluu,SKZ_IN生FEVER,1320581647683772417,MIROH - Answer,False,2020-10-26T04:23:14+00:00,239,658,900,3428,3,17,
bywskz,SKZ WIN KDOM,1327307306690883590,"⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ᡕᠵ᠊ᡃ່࡚ࠢ⸝່ࠡࠣ᠊߯᠆ࠣ࠘ᡁࠣ࠘᠊᠊ࠢ࠘𐡏 ⋆ ࣪
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀💤 .* ࣪.⋆ | 𝖼𝖺𝗋𝗋𝖽.𝖼𝗈!!
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀𖥔 ⭒ ִ ׂ any-p! リトルバカ · ! ?",False,2020-11-13T17:48:36+00:00,192,422,583,2492,0,2,𝗼𝗡𝗹𝘆 𝗦𝗧𝗥𝗔𝗬 𝗞!𝗗𝗦 ★☆
seungmnflower,fer,1319655304695611394,skz ot8,False,2020-10-23T15:02:07+00:00,5,21,23,1455,0,4,
Dani26581935,Dani,1327455622070210560,mmmm,False,2020-11-14T03:37:57+00:00,17,155,1216,10493,0,12,
EXYF4IRY,ؘliv ⚔ SKZ WE DID IT,1309120538472833024,,False,2020-09-24T13:20:39+00:00,2713,2787,6141,9476,9,801,💭☠️ . . . thinking abt skz ♥︎
ekykiciw,🛶inoiciw🤺,1240903723703889920,"gud gurl 
(◍•ᴗ•◍)🖤
https://t.co/S6ZSrFqRfU",False,2020-03-20T07:31:27+00:00,326,397,2605,3341,0,94,
di0rkooo,venus⁷🧈,1313092075190136832,she/her⚡️,False,2020-10-05T12:22:13+00:00,14,34,356,1681,1,63,ily
y3ngbokie00,mimi ˊᵕˋ ! 🌙,979959714544046082,🌱 ¿? (つ≧▽≦)つ 𝗦𝗧𝗔𝗬 𝖶𝖨𝖳𝖧 𝖬3 . . . はい？💿 ‱ SWEET 𖦹 #𝐅𝐄𝐋𝐈𝐗 ＞ ★ 紫 / 𝗓𝘇𝗓 ) 素晴らしいこと 🧸 あなた、私の愛は無限です,False,2018-03-31T05:52:57+00:00,444,1680,1367,1274,0,71,𝙙𝙖𝙣𝙘𝙚𝙧𝙖𝙘𝙝𝙖 𝟿𝟾ᔾ𝟶𝟶
rana7rene,yumi,1346744471161978880,(((o(*ﾟ▽ﾟ*)o)))♡,False,2021-01-06T09:04:46+00:00,1,43,24,27,0,12,
_666099,🥛ʾ˖ 𖨂 𝗰h︩︪ɔ𝗰ׄο𝗹αׅ𝘁𝘁ɘ 𖤘 𝗺𝔦̶𝗹𝕜ׄ ٠𓆪,1345223549238259715,☆ 𝗽𝗿𝗲𝘁𝘁𝘆  ★ 𝐏𝐑𝐄𝐓𝐓𝐘 ☆ 𝙿𝐑𝙴𝐓𝚃𝐘 ★ ૮ ⭑,False,2021-01-02T04:21:08+00:00,33,123,78,595,0,5,"Tijuana, Baja California"
RE4SONJAE,néctar,1193598895181447169,de escorpio como yuta y winwin,False,2019-11-10T18:39:32+00:00,3790,3286,26918,37009,11,2643,
heyimafish,› 🏐 ‹ 𝟴𝟴 ✩ 𝗮𝘇𝘂𝗹 ！,1267255345203875841,¿Pero?¿Por qué dices pero? ¿Te me estás insinuando? ¿Acaso quieres que te bese léntamente mientras tu me dices que pare ya que no estamos en casa?,False,2020-06-01T00:43:23+00:00,173,392,557,3488,0,65,"Lima, Peru"
JennyferPatino1,Alice~,1281782285453479942,"♥︎~BTS y SKZ~♥︎
HYUNJIN BEST BOY
.",False,2020-07-11T02:48:24+00:00,49,66,2198,3319,0,14,
miriam_shine_,miriam🧋,1344492333711183872,☁️#Lovestay ｡･ﾟ♡ﾟ･｡ ｡･♡ﾟ• ｡♡ﾟ･｡ ｡･ﾟ♡ﾟ･｡,False,2020-12-31T03:55:35+00:00,68,156,978,3543,0,129,she/her🔮
f4irylix_,sophie ♡,1304226675220193282,"⠀ ⠀ ⠀ ⠀ ⠀ᘏ :  𝟬𝟬   ७  𝗮𝘂𝘀𝘁𝗿𝗮𝗹𝗶𝗮𝗻 𝗯𝗼𝘆 ! ♡
⠀ ⠀ ⠀ ⠀  ⌕ ˇ⠀𝗹𝗲𝗲 𝗳𝗲𝗹𝗶𝘅  𓂃 🦋 소년 별   ੭
ꭑч ɑ𝗇𝗀ᧉ𝗅  ⩇⩇:⩇⩇",False,2020-09-11T01:14:23+00:00,39,25,58,1637,0,7,
spicychoko,hannie🐿,1252078815301402625,Hyunjin regresa 🐕‍🦺💔,False,2020-04-20T03:37:13+00:00,29,400,2082,2661,0,81,mypace
adamsitobomnito,renato’♡︎mai,1356491135389212681,ᵎᵎ ☹ ☻⌗𝚓𝚎𝚘𝚗𝚐𝚒𝚗𝚝𝚎𝚊𝚖𝚘,False,2021-02-02T06:34:35+00:00,2,7,39,87,0,2,
wolfiebeibi,mileˢᵏᶻ♕︎,4637702296,Only stay❤️,False,2015-12-29T00:33:19+00:00,160,128,9143,38120,1,158,꒰ᴄʜᴀɴ's ʀᴏᴏᴍ꒱
darby004,🇦🇲,1298672747774713857,,False,2020-08-26T17:25:06+00:00,11,56,624,2206,0,33,
ifykykok,나는 맥주를 마시고 싶어!!!,1269019800489132033,,False,2020-06-05T21:35:36+00:00,6,30,255,3835,1,14,
nkkeri_,儚い:་𝑲𝒆𝒓𝒊𝒃𝒊𝒏𝒚،ᴇɴ-་𖥧،ˢᵏᶻ|♡,1243750310008553472,"ᵎᵎ
𓄲₊˚𝐇𝐨𝐨𝐧૮₍ ˃̵͈᷄ . ˂̵͈᷅ ₎ა₊˚✧

 ◟˖◡̈៹ ࣪˖ 𝑫𝒐𝒏𝒈𝒉𝒚𝒖𝒏 ָ࣪ ۰҂.𖡅",False,2020-03-28T04:02:52+00:00,95,248,3449,3329,0,267,she/her
Frida46680083,Frida,1342690530799583234,,False,2020-12-26T04:36:28+00:00,1,7,1,31,0,0,
Valeria16031881,SKZFANFICS,1345845820030115846,"Encontraras historias sobre los perdidos, así como recomendaciones de canciones y te ganaras una amiga mas!
STRAY KIDS WORLD DOMINATION",False,2021-01-03T21:33:55+00:00,8,77,18,3,0,9,
Oli_uwu22,yutabb,1054342263457878016,✋🏼,False,2018-10-22T12:02:39+00:00,9,151,303,6631,0,14,
ariazzz_,mia,994322259526352896,mine ( #나인뮤지스 ) + orbit ( #이달의소녀 ) + achoo ( #아리아즈 ) + mia stan ( #미아 ),False,2018-05-09T21:04:35+00:00,30,1271,5689,21624,0,12,
drxhoxn,^ - ^,1356368492732305415,^_^,False,2021-02-01T22:27:16+00:00,1,9,51,207,0,2,
chanwife_61,Lixon IN生,1079046048293797900,Esto de ser multi es difícil,False,2018-12-29T16:06:40+00:00,62,199,721,4248,3,17,
hoseokimissu,QuokkaBaby🧈🐿 🇵🇪,401700462,Run 98~thebest 🟡Butter Soty🟡 MAYFLY STAN🛐 psicología on way asies,False,2011-10-30T23:22:50+00:00,154,494,11117,9886,0,632,Intounknow
sarawne_mar,majo,1318041370486067200,"𝑺𝑻𝑹𝑨𝒀 𝑲𝑰𝑫𝑺 𝑮𝑨𝑵𝑶 𝑲𝑰𝑵𝑮𝑫𝑶𝑴 👑   
                        
You make Stary Kıds Stay!",False,2020-10-19T04:08:55+00:00,17,59,970,6582,0,16,
Daniela77861144,Mol💚🐥,1305608096920866818,,False,2020-09-14T20:44:12+00:00,6,19,9,91,0,0,
ximena02262392,ximena,1356397001622040578,🍬,False,2021-02-02T00:20:30+00:00,10,44,53,80,0,8,
STRAWDERYS,soff ; dftf 🌑,1219378592729223175,"DON'T FIGHT THE FEELING ⚡
For Chanyeol, Jungwoo, Jisung & Kun 💗",False,2020-01-20T21:58:14+00:00,386,184,8687,15465,8,657,
Kim_MoonJinie88,🧈💛Kim_MoonJinnie💛🧈 TINTO PAL FRIO☕EN STREAM,1112015130,Aquí se sigue en paro🥨CrunchySq💜🇦🇲FAN ACCOUNT🌱 FESTA MOOD 8TH🏳️‍🌈 TEAM FLOP💚,False,2013-01-22T16:48:05+00:00,3439,3303,20817,12122,16,2295,"Medellín, Colombia"
boluda_lv9000,❛₊ᴀɪᴛᴀᴍᴀɴ:•ﾟ❞,1278915983210659840,«🤠 Intento de artista | ♀️ she/her | 💌 multifandom | 💎 Kpoper sorra | 🏃‍♀️ me gustan los dibujitos |🎈18 y/o | 🇦🇷 la puta que me pariooo»,False,2020-07-03T04:59:01+00:00,14,178,2238,5836,0,20,Se viene el tutatuta tutatuta
lil_pysche,👁3👁✨✨,1298519454888779777,,False,2020-08-26T07:15:46+00:00,28,39,4785,13221,0,202,f r e n c h t h e f r i e s
Hwsamhj,Sofía 🍹| Hyunjin bubbly,1350656497324355586,황현진 ♡,False,2021-01-17T04:09:59+00:00,259,257,3291,11370,0,146,She
miminimanimo,WHOLO REDD,1284117004014641154,"He/Him
https://t.co/0g9kVJJofl",False,2020-07-17T13:25:33+00:00,11,774,3021,11711,0,287,
jnkmelodrama,pedro,1401699774206709767,"exo roubaram seu top50 do melon! exo, você não tem um top50",False,2021-06-07T00:37:33+00:00,33,28,461,66,0,163,olivia rodrigo 
SaraiCr23,Sunny lvs jess🍹,1309137571180617741,"𝐁𝐓𝐒 𝐏𝐀𝐕𝐄𝐃 𝐓𝐇𝐄 𝐖𝐀𝐘

Millones de vatos en el mundo pero como bangtan ninguno *Love jess*",False,2020-09-24T14:28:25+00:00,220,414,6197,8400,0,633,She/her
sashawaybright,sash 🗡 True Colors,1059052512748167169,"non binary & bisexual,  | @flixlz haha, not possible.",False,2018-11-04T11:59:30+00:00,1026,504,48262,47833,17,7922,any pronouns
tkvocalss,bum 𓌖,1392569902431719434,,False,2021-05-12T19:58:42+00:00,14,15,259,18,0,45,|| priv w i sleep 🍲
heyoonbcelest,emilly,1283052817868107778,"eu e heyoon ouvindo mafia in the morning.


ela/dela || fan account",False,2020-07-14T14:58:01+00:00,530,592,21981,14657,4,996,
xasharch,rafa,3279636850,oi dsclp n entendi... marvada? quê?,False,2015-05-17T18:04:11+00:00,847,809,18358,89706,11,4951,rs
bpfloperas,pw,1383863206427332614,Jennie putita 🤪,False,2021-04-18T19:21:36+00:00,4,3,37,3,0,0,
swninxnc,swninxnc,1384910262034182144,ariana grande 😍,False,2021-04-21T16:41:58+00:00,2,4,986,1149,0,2,
karim57116255,karim,1388892267621011458,,False,2021-05-02T16:25:09+00:00,1,2,509,725,0,0,
eunjoku,🪡,1132078331854229504,#1 EUNJO AND VIVI SUPREMACIST,False,2019-05-25T00:18:02+00:00,433,463,4150,11085,1,582,any pronouns
vkooflu,luc,1366046587106045952,ex cerlebrity,False,2021-02-28T15:24:29+00:00,308,382,13000,3199,8,4937,🧦 . . 지은 ️ ★
kyungoldly,lu &,776110347564544004,tentaram me derrubar mas esqueceram q barbie butterfly voa né,False,2016-09-14T17:28:21+00:00,339,940,21639,20964,0,6443,
fshigojo,🤥,1355879536223789057,i would like a sana margarita please,False,2021-01-31T14:04:18+00:00,45,300,2590,5497,1,298,79 jjk
jisooestorbo,Louis tomlinson racist,1374794545456672771,"borras y borro






































































icon y user por @yoongiracistt",False,2021-03-24T18:45:49+00:00,35,30,142,12,0,5,🍷
bbkwny,b,1396931348007464966,Zzzz,False,2021-05-24T20:49:34+00:00,13,15,49,23,0,0,bangtan supremacy
s3esa4w,^__^,1233892717220048897,Ed difucidl edcrubut con lad tetas dw namjoon en la cara,False,2020-02-29T23:12:09+00:00,200,198,5867,3121,0,369,yoongi es mío 
bucetardida,ماجالي,1381478263739056134,kanye west pai do loona,False,2021-04-12T05:24:26+00:00,292,289,2543,2194,1,903,011
armyfor69429722,Bestnamjoonista,1313604341224345600,Only army shut up multi,False,2020-10-06T22:18:04+00:00,8,45,412,1728,0,62,
Evemaii13,LuvsBlinkie4💐,718615761565179905,"On the ground.💨

Voten por blackpink!

Jisoo line Friends colaboración. Chichi 🐰🥕

Ot4~🛐🍻",False,2016-04-09T01:45:23+00:00,63,103,409,488,0,39,Argentina 
koomatch,cata 🇦🇷,1267934050909589507,ㅤㅤ ⠀ㅤㅤ zZz... thinking about tete 24/7💭,False,2020-06-02T21:40:29+00:00,1747,1364,17365,13486,6,3318,"𝗕𝗧𝗦 (sin. 𝗹𝗲𝗴𝗲𝗻𝗱𝘀) ; paved the way, is the standard, is the genre, is 7, supremacist, world domination, 𝗹𝗲𝗮𝗱𝗲𝗿𝘀 of the charts. "
gigipumpkin,𝙜𝙞𝙜𝙞⁷,1274779042613428229,"ᴀʀᴍʏ • ᴄᴜʙ || 𝖉𝖎𝖈𝖊𝖓 𝖖𝖚𝖊 𝖑𝖔𝖘 𝖙𝖗𝖆𝖒𝖕𝖔𝖘𝖔𝖘 𝖓𝖚𝖓𝖈𝖆 𝖌𝖆𝖓𝖆𝖓, 𝖕𝖊𝖗𝖔 𝖞𝖔 𝖕𝖆𝖘𝖔 𝖈𝖔𝖓 𝖉𝖎𝖊𝖟 || 𝖻𝖺𝗇𝗀𝗍𝖺𝗇 𝗌𝗎𝗉𝗋𝖾𝗆𝖺𝖼𝗒",False,2020-06-21T19:00:09+00:00,240,318,3506,8152,2,157,💿¡! 𝘬𝘪𝘮 𝘵𝘢𝘦𝘩𝘺𝘶𝘯𝘨
bestjkookist,𝗔𝗿𝗮𝗯𝗲𝗹𝗹𝗮🛒,1232071902996422657,♡,False,2020-02-24T22:37:10+00:00,200,63,883,3125,0,150,She/dontgiveafo
ABYSSMYTIME,kenia !!,1249657750029729794,? ? ?,False,2020-04-13T11:16:51+00:00,335,779,1337,5296,0,170,"Extraño a soojin, jin actualiz"
Kookmina29,❥MG ALEXIIS⁷ 🇨🇷 𝙾𝙽𝙻𝚈 𝙰𝚁𝙼𝚈🧈,1296938431881322496,"📣Unfollow NO army-blink
＝★#BTS  ⋰ʏᴏᴜ ɢᴏᴛ ᴛʜᴇ ʙᴇꜱᴛ ᴏꜰ ᴍᴇ៹⁽⁷⁾
〞𝐎𝐍𝐋𝐘 𝐀𝐑𝐌𝐘 ꧔ᰔ꧔ ៹ɪ ᴄᴀɴ ᴍᴀᴋᴇ ɪᴛ ʀɪɢʜᴛ⋱
᭝𝐁𝐓𝐒 𝐏𝐀𝐕𝐄𝐃 𝐓𝐇𝐄 𝐖𝐀𝐘ᨋ #BTS_butter #BTSARMY",False,2020-08-21T22:33:28+00:00,1046,931,21641,52707,1,108,𝖡𝖳𝖲 𝖯𝖮𝖯 📀
BriFireheart7,𝑩𝒓𝒊𝒊⁷ ⟭⟬💜🇦🇷❆,2434067456,"*Fireheart*
#Capri♑
Prioridad: Bangtan siempre💜
BTS PAVED THE WAY👑
⟬⟭⁷ ~ +×+
BUTTER #1 HOT100
//Before I was like love song, but now I'm like anti-romantic",False,2014-04-08T18:45:53+00:00,517,860,32574,36056,4,2545,Al final del arcoiris ♡
namu_Repiola,☾︎ 𝕻𝖊𝖔𝖕𝖑𝖊 顎 🧈,1321256505119776769,"🍒 𝐒𝐈 𝐍𝐎 𝐄𝐒 𝐒𝐎𝐁𝐑𝐄 𝐁𝐓𝐒, 𝐍𝐎 𝐌𝐄 𝐈𝐌𝐏𝐎𝐑𝐓𝐀",False,2020-10-28T01:05:00+00:00,64,126,2387,7411,0,980,
llheejin,may,1391635083564654593,only army | red velvet stan,False,2021-05-10T06:05:12+00:00,26,71,96,304,0,0,ella. 
b6yjeon,⁹⁵,1212065376852299776,,False,2019-12-31T17:38:15+00:00,1073,1299,13954,41055,4,357,
crzminall,tefi (📚),1085928982284062721,todos los días de lluvia como torta frita con Jay Weinberg,False,2019-01-17T15:56:59+00:00,803,961,20630,60654,7,2066,Ella/She
iK00SCUTE,.,1378535000333770753,yo que sé,False,2021-04-04T02:29:01+00:00,1,0,110,3,0,1,he / they / she
mushyjk,ari triste,4428958157,시간이 멈춘 듯해 𝗈𝗁 𝗍𝗁𝖺𝗍 𝗐𝗈𝗎𝗅𝖽 𝖻𝖾 𝗆𝗒 𝗳𝗶𝗿𝘀𝘁 𝖽𝖾𝖺𝗍𝗁͏͏͏͏ ͏͏͏ ͏͏͏͏͏͏,False,2015-12-09T17:47:35+00:00,1340,1129,161247,274872,11,4697, 𝗋𝗆 
SunHopeHobi,⁶₁₃HOPESUNY⁷ ᴮᵘᵗᵗᵉʳ🧈,860503817078439938,"Only ARMY  😘 OT7
BTS PAVED THE WAY 💜💜
BTS WORLD DOMINATION 💜",False,2017-05-05T14:37:52+00:00,245,917,3725,3407,0,61,BTSPOP Te sigue
MHOFFYL,ale 🐍🇵🇪,1243264373872877568,"—BTS paved the way, BTSPOP, bts is the genre  |  only army",False,2020-03-26T19:51:53+00:00,333,313,13425,37148,3,1127,she/her
TlMEJJK,closed,4659478341,"me fui de esta cuenta, denme sb o ns",False,2015-12-31T01:22:09+00:00,1219,875,25733,40351,14,1568,she/her!
ikthluvs,kei chobi 뷔,1232343507785920513,"listening 'outro: wings' with taehyung, don't disturb !!",False,2020-02-25T16:36:12+00:00,590,563,40189,76675,7,2276,loVer | she ⚠ read carrd byf
G00L4ND,ً ann,1279067988440875010,bts paved the way,False,2020-07-03T15:06:24+00:00,573,890,9795,25982,7,480,koo ♡
ivmkoo,ً n,1315076230262198272,͏͏͏͏͏͏ ͏͏͏͏͏ ͏͏͏͏͏͏ ͏,False,2020-10-10T23:48:06+00:00,133,134,16612,0,1,2517, ͏͏͏͏͏͏͏͏͏⌗ vminkoo
iMimiYou,ً ♥︎,1380383148329033728,– I love to love pjm ^^⠀⠀⠀⠀⠀⠀⠀⠀⠀,False,2021-04-09T04:53:23+00:00,161,177,5548,1600,0,890,Park Jimin? the only and most talented it boy that exists there is not and will not see another to replace him
hsktopia,ًp¡sco se fue a @taepIays,1257724247042134019,@taepIays @taepIays @taeplays @taepIays @taepIays @taeplays,False,2020-05-05T17:30:29+00:00,1267,761,9851,10984,9,608,BTSP💿P¡!
pparkwrtes,⁷; 👯‍♂️,1247345382780272643,"ᴏɴʟʏ ʙᴀɴɢᴛᴀɴ / ᴏᴛ7




























































































 ☆ she/her ☆",False,2020-04-07T02:08:20+00:00,284,227,209666,180780,2,303,
tetepatito,ًnoah lvs nini,1390432785714798599,       ...zZZ 💭 TH? he is always on my mind.,False,2021-05-06T22:26:36+00:00,544,482,5340,623,2,626,"⌗ 𝘁𝗮𝗲𝗵𝘆𝘂𝗻𝗴: my safe place, 私の銀河, my whole life, 私の冬のクマ, my wonderwall, 私の小さな星, 子守唄, 私はあなたを月に連れて行きます ¡! ɞ"
pjzcats,fresita,1331358128986861572,jimin te amo,False,2020-11-24T22:05:03+00:00,436,380,11806,8278,0,2041,read carrd ¡!
koovels,ʚĭɞ,1252823333566967814,jeon jungkook is the definition of the most beautiful human on earth,False,2020-04-22T04:56:05+00:00,1520,693,20404,40757,22,534,she (15) . . . ♥︎
jkooflter,jua,1369047499118415873,💭 thinking about bts,False,2021-03-08T22:09:07+00:00,515,656,9055,1294,1,3224,bangtan 🍡
lovesgooo,sari,1279518144768495616,she/her,False,2020-07-04T20:52:42+00:00,1385,828,26661,23880,5,1799,priv offline 
thprouds,ً lei day ¡!,1381464662584258562,always missing taehyung,False,2021-04-12T04:30:29+00:00,462,432,4187,2556,1,1170,¹¹⁸
iKIMP0P_,Cherry⁷,1257372266356264960,ㅤㅤㅤㅤbts paved the way for your favs,False,2020-05-04T18:11:36+00:00,1084,916,11358,37104,5,1116,anti kpop/only bts
TETV0GUE,ً,1326274748540739593,🫐,False,2020-11-10T21:25:26+00:00,185,448,8010,8012,1,902,
liilacwingss,Jane,1347624882046185474,,False,2021-01-08T19:23:34+00:00,485,771,2497,2301,0,78,
hskmiau,¹¹² inactiva,1287797171052568585,official acc of hoseok's girlfriend     ͏͏͏͏͏͏͏  ͏͏͏͏ ͏͏͏͏͏͏͏ ͏͏͏͏ ͏͏͏͏͏͏͏ ͏͏͏͏͏͏͏ ͏͏͏͏,False,2020-07-27T17:09:18+00:00,384,348,22220,19560,3,3067,"MOMO (もも)= songwriter, producer, MC, model, visual, main dancer, rapper and my pretty woman ♡"
dayxsgi,alex; 🎸,1292728249961914368,《I only care about bts & Agust D》,False,2020-08-10T07:43:46+00:00,89,160,11251,8460,0,624,Perú
triptysh,ؘ,1347617507746709504,🧠: *thinking abt jjk1*,False,2021-01-08T18:54:16+00:00,281,297,9701,6895,2,1440,she/her ... carrd byf :p
delete56662318,!!,1392702596209516544,,False,2021-05-13T04:45:58+00:00,0,0,7,0,0,0,
anvxtae,mirar fijado,1303044155141169153,estoy en @2BUNNYV @2BUNNYV @2BUNNYV @2BUNNYV,False,2020-09-07T18:55:34+00:00,1143,1261,21043,8047,6,3519,"📂 tete & kook, ここにあなたのです "
vhtulip,star ★,1374097003064475658,"an ode to the boy i love, hsk.",False,2021-03-22T20:34:07+00:00,960,926,9416,25183,2,1100,
vlogtkv,ִֶָ,1331993872340316161,only bts,False,2020-11-26T16:11:44+00:00,761,651,23906,33315,4,3195,she/17
Borahaebtsjk,Borahaebtsjk,1380926318502612998,Still With You * BTS,False,2021-04-10T16:55:21+00:00,240,1063,3100,6350,0,13,
ugodkth,camila,1313719637041803264,정국아당근먹쟈,False,2020-10-07T05:55:58+00:00,212,170,6392,10046,0,281, 태형
jimintokio,¹³,1320451195396345858,"                                    busan, 13th october 1995",False,2020-10-25T19:45:11+00:00,210,206,5918,9151,1,558,she | only bts & seori | km
iiksjin,nany⁷ 🧈,1006370144845746176,#bts | minor | sb para romper mutual.,False,2018-06-12T02:58:34+00:00,929,690,54182,78944,0,95,she/her 
cuyjin_n,sao •ᴗ•,1269094982478069761,"ㅤ



ⵌ 진  ⪧ waiting for seokjin actor ✦ KTH & KSJ",False,2020-06-06T02:33:26+00:00,665,648,19305,56213,12,1391,S!HER
wvoogie,lena,1323835021367660545,ponle q diga las tetas d jk hasta la muerte,False,2020-11-04T03:51:03+00:00,839,821,12603,8853,2,2413,only bts
hoopegi,maría⁹³,1349807566969303044,,False,2021-01-14T19:56:27+00:00,174,161,9029,5599,0,1519,"誰が前にいても
進むんだ！先へと
人生1回だって、そう！
LET GO！
LET GO！ O-O-O！"
jmhney,andru,1273121462652723200,"       
             best hopeminkooker !",False,2020-06-17T05:13:12+00:00,850,412,20613,2996,8,2197,only bts
kthvop,ً,1387807185720299530,thinking about how great it is to love taehyung ͏ ͏ ͏͏ ͏ ͏ ͏,False,2021-04-29T16:41:50+00:00,585,388,2596,2402,1,501,"ella, bts akgae"
L0VEF0RMIMI,mili ♡︎'s mimi | en clases,1348678941029097472,#JIMIN every day thinking about you,False,2021-01-11T17:11:52+00:00,1291,1002,17530,12442,6,702,BANGTAN SUPREMACY 
yoonlyrcs,ً aley,1325307145936662528,jugando pou con zabdiel,False,2020-11-08T05:20:37+00:00,1543,829,23546,6443,7,1976,BTSP💿P¡!
iOUTRTEAR,Denisse⁷,920858091570200576,#YOONGI: I just wanna make music that gives people hope. ➳ side: @iBLUESSIDE ㅤ ㅤ ͏͏͏ ͏͏͏͏ ͏͏͏ ͏͏͏͏͏͏ ㅤ,False,2017-10-19T03:44:12+00:00,1261,567,81397,143527,11,1197,BTSGENRE!💿
ikthctor,ؘؘ,1391291070076567552,track 1 of d-2 is mine,False,2021-05-09T07:17:03+00:00,195,261,1553,1175,0,167,#freebts
taepituco,🏳️‍🌈⃠lvs Sae,1315171157772046336,"ㅤ                        Eren's gf account
ㅤ                   
           ㅤ                           main - @v95star",False,2020-10-11T06:04:01+00:00,188,352,14710,8324,1,1463,read carrd byf 
95doIIie,َ,1369101266442477568,. . . 🕸️❔❕,False,2021-03-09T01:42:54+00:00,169,131,2880,412,1,488,she/her 15  
ParkJeon_26,Koo¹³ ;ˡᵉᵗ ⁱᵗ ʳᵒˡˡ 🐰💜,1237953551495766016,𝑱𝒖𝒏𝒈𝒌𝒐𝒐𝒌 𝒊𝒔 𝒐𝒏𝒆 𝒐𝒇 𝒎𝒚 𝒉𝒂𝒑𝒑𝒚 𝒑𝒊𝒍𝒍 ⟭⟬⋆࿐໋₊,False,2020-03-12T04:08:45+00:00,1444,1902,24517,17642,6,666,＃𝐣𝐣𝐤 ♡ 𝗆𝗒𝗅𝗂𝖿𝖾  ꗃ
_doublebunny,Gis⁷ 💢🧈,1324796426971480066,"♡⁎*+ 🗑️%  𝗚𝟬̶𝗧𝗛𝗜𝗖  𖦹﹏☆ ?!                                
ㅤ                   s-her    🥢    fan acc.    
              ★.    𝐊𝐎𝐎𝐊  : 甘いが悪!!!  •᷅ࡇ•᷄",False,2020-11-06T19:31:04+00:00,865,1224,11838,33805,3,404,⌗͢ JIN ✿!! ラジオ 𝗼𝗠𝗴 % (♡‿♡)
jmdrkwild,g STREAM PROMISE,1076309460757422080,waiting for PJM1,False,2018-12-22T02:52:27+00:00,2796,1769,92674,158909,13,15427,anti de todo y de todos 
sugacft,lana,1346299505604440064,yoongi bigger than everything ͏ ͏ ͏ ͏,False,2021-01-05T03:36:38+00:00,472,452,12828,4752,7,2176,only bts
tksoupt,dollie,1103107153064353794,"un grand amour, kook",False,2019-03-06T01:36:54+00:00,521,1224,4117,9879,0,37,she/her ★
ilvsvga,jo,1389989925853044746,suga a.k.a agust d . . . https://t.co/DW7EFx9wZC,False,2021-05-05T17:06:47+00:00,158,109,855,234,0,111,jungkook
